Date,Price,Open,High,Low,Close
2020-02-28,238.76408916543417,237.317912942491,240.920922844499,236.0325271635934,238.5460965068863
2020-02-29,239.95259129293646,238.17366563245116,242.18177878574025,236.70964829434214,239.87264666201557
2020-03-01,239.40169105180678,237.534596063838,241.7928690142619,237.23861795113694,238.33087072480672
2020-03-02,239.20339585605063,236.98771762306862,240.6882467321346,237.56337891175596,238.09723857353467
2020-03-03,237.90412078195345,235.91547161660608,239.1416395257976,235.24464651002043,238.42080439405154
2020-03-04,236.50499876815434,234.65318752878431,238.17376800927903,233.27024590964635,236.59509455306468
2020-03-05,237.4894813611533,235.2197948980067,238.831392722023,234.39425292043282,237.51015715791587
2020-03-06,239.12369401422202,236.99622479945978,240.346125291583,236.1047174559968,238.50944390235233
2020-03-07,239.06150975222994,237.3859578645619,240.68763820824933,236.19252681946983,239.646614546394
2020-03-08,240.28494635148567,238.76594074765947,242.42797360130922,238.22521194652947,239.48776879358266
2020-03-09,240.74345331050748,239.53774691488587,242.62869205107626,238.57903842283952,239.99699150488092
2020-03-10,239.9909858682262,238.71076995112358,241.56626028750966,238.06165000240773,239.8966986209187
2020-03-11,240.44864340508508,238.81667662367198,242.43756485982894,237.71354485813134,239.93475623284976
2020-03-12,242.32178229899637,240.40895237132742,243.81450650538235,240.68368136064888,241.7098300941558
2020-03-13,242.3026073289771,240.65031842664973,243.53154367502407,239.16257794325958,242.65452192855298
2020-03-14,244.22242377643238,242.73956825072523,246.37689707860068,241.70459010187383,244.5911306318227
2020-03-15,241.04784352382384,238.77998850675013,243.0048423690398,239.36277138718938,241.83008492244326
2020-03-16,242.06253743950862,240.13802515365725,244.19547466462367,238.86769597203428,241.86334070862807
2020-03-17,242.1920978643246,240.7871442724281,243.45021075338752,238.8252961763076,241.15814369018526
2020-03-18,241.85423098668014,239.89984679389892,244.07580676077774,240.3636445862843,241.30683356246757
2020-03-19,241.98938006999748,240.26142135126494,243.948920775767,239.18939273393462,243.15094231468953
2020-03-20,239.60872616055113,237.91681223810758,241.48174200289904,237.65320776302997,239.83937010648648
2020-03-21,239.36951052707704,237.19660537388862,241.31392587453996,235.8396446991229,239.87155716035898
2020-03-22,239.8208567853589,237.85700628738067,242.05650667877433,237.87842029358276,238.63939811148057
2020-03-23,241.61698795127685,239.6049361218717,243.53414204520024,238.75648759984196,241.66097609301073
2020-03-24,241.01503520465133,238.63645385575032,242.9201992619791,237.5341535144787,239.9004097357902
2020-03-25,240.0648411373516,237.69323068575514,242.45430151533375,237.92781455753712,240.23103853602797
2020-03-26,239.486576496677,238.08761212007184,241.59014296437542,236.47097066441384,240.49426619936642
2020-03-27,240.60665775075807,238.52910444783475,242.34178521087915,237.9282418615356,241.73370536492024
2020-03-28,241.0262169451685,239.24030760124762,243.08385414387584,237.60504457442883,241.12395952452846
2020-03-29,240.41188907785266,238.36685608438583,242.08182668817233,237.15950869367063,240.31140846061575
2020-03-30,241.0529082327451,239.77614648916384,242.5340282531826,238.15539740128818,242.12563488056395
2020-03-31,241.1940176515406,239.0947816101995,243.1197732504454,237.7926019323925,241.6127541803715
2020-04-01,242.38629393802907,240.48314561117388,244.72311850202652,240.95821755614597,241.33166942680455
2020-04-02,241.5596923295596,240.1981776602328,243.88970407413825,237.95090416352645,241.47689914042547
2020-04-03,241.18809846219156,239.79153925759968,242.80635637390478,238.7372902463525,240.56160036156479
2020-04-04,240.73935817281046,238.55597427051916,242.5782186363768,237.4249729398909,240.66666529007006
2020-04-05,239.00180386217951,237.57095181805315,240.44971968909132,236.15213537820586,238.895365775935
2020-04-06,239.3795704444587,237.5341776406671,241.76813703324592,238.00567428414462,239.57620832057907
2020-04-07,239.71596489608655,237.89768199305928,242.09049285037392,236.50783308121038,239.3726208950113
2020-04-08,239.74606537854118,237.50861121572356,241.72338175706184,238.46541938254205,238.9411669907987
2020-04-09,239.4888332740034,237.19046075371244,241.64951836348027,236.38935532728883,239.49774090450725
2020-04-10,237.81795471901177,236.30536035754204,239.85736278148545,236.01426275027177,238.60323646498603
2020-04-11,237.3415514628728,235.55729024894933,239.23216468003605,235.07892049293176,237.73082062955723
2020-04-12,236.9585836427125,235.10657542506047,238.20658288995938,235.5000531536062,236.5755824270974
2020-04-13,236.0317470740593,234.53236511188732,237.74859992082804,233.7988708275849,237.05971967358676
2020-04-14,235.86500750725364,234.4091459605183,237.84012492592245,233.58787053703855,236.837260926126
2020-04-15,236.36510129988372,234.1892520126276,238.34765094913058,233.28161928095494,235.67810234965822
2020-04-16,238.6178804180639,236.959754772614,240.25613846187414,235.43526519215308,237.51884842209975
2020-04-17,238.85002914443547,236.62317548547534,241.1688950824494,237.45631331181394,239.4263950646593
2020-04-18,239.18149373900138,237.68825387878485,240.57754473248696,236.37789963397293,239.96507685573854
2020-04-19,239.11638146169668,237.51066134582572,240.91018407005137,236.41934536389957,240.235122281941
2020-04-20,236.84624495056698,235.61063540540343,238.8486425530327,235.09316507954216,237.7695578114158
2020-04-21,236.8385310158659,234.55180528218534,238.8482667718751,234.0884176091349,237.07663608404619
2020-04-22,236.93353904119348,234.63179453578843,238.88662835433553,235.63529120427953,237.00474311205406
2020-04-23,239.87535575122982,237.81505081836968,241.4049068206654,238.04733227603435,238.74276279323468
2020-04-24,239.66863001250732,237.58555692581962,241.05416223415025,237.50545104328953,239.0614449894352
2020-04-25,240.05395406761363,237.949855713378,242.01752378798074,238.56776842067734,239.95700768228846
2020-04-26,240.03629597516823,238.72360297901056,241.95574875568502,236.55482372052762,240.34475197711245
2020-04-27,238.65767386807715,236.5688777072899,240.064985678467,235.69130860161744,238.79430976172165
2020-04-28,240.0452568082416,237.97120544939656,242.09180962870295,237.5608756188502,240.62769299278222
2020-04-29,240.97175112359193,239.47700125783135,242.72502783876223,237.90412901797734,240.4410516403972
2020-04-30,241.94893006607262,240.07351113385684,243.96649451979636,240.1195667564651,242.10608220533777
2020-05-01,240.87299835056376,239.39971137057978,243.085858938438,239.4740273207836,239.88094422327978
2020-05-02,242.58656200912023,240.23998114620548,244.00536399898422,239.97577294374577,242.37712617095215
2020-05-03,240.9104695164631,239.08866984725125,242.13808285973514,238.12104572701463,241.51313315368031
2020-05-04,241.64146065344718,239.26565824414325,243.79098539159222,240.3403439777066,242.10879730058932
2020-05-05,244.31214928409895,241.9455624852365,246.27849247227954,241.734295584621,245.5108491005906
2020-05-06,243.1265802063441,241.79720959529354,245.19271798707217,240.66868815481513,242.5865744966233
2020-05-07,242.46248271248004,240.2066667772922,244.69090080671023,239.6781644827283,242.45809244230279
2020-05-08,242.60753754767543,240.8273085255299,244.7944151554844,241.1750576376375,242.19396548226482
2020-05-09,242.02106335812854,240.09832169896362,244.393983253729,239.76773951842972,241.87731038317293
2020-05-10,240.1687994019784,238.184216556198,242.01321782121485,238.39677296632985,241.0260822433495
2020-05-11,240.27514971863152,238.95343618072934,242.06339227359598,238.62159228079554,240.71775834983595
2020-05-12,239.0229513142924,236.6588032646744,240.69836739393048,236.2547047136083,239.93707353689294
2020-05-13,239.6128509118765,238.0119850983099,240.99504691111346,237.05784549971833,238.90242542591352
2020-05-14,238.53528288715657,237.29894787777022,240.41089444298606,236.98115819114687,239.42588088579026
2020-05-15,240.40770662423228,238.67697329953958,241.94272488575038,237.67488488502238,239.34934120388985
2020-05-16,239.49024675631253,238.2171435017452,241.79091880728572,237.79929026515674,240.42090413192471
2020-05-17,239.12854282105414,236.79973914546653,241.02147337122648,237.79179590776857,238.71980944057947
2020-05-18,240.1251316090835,238.2266942972911,242.0375363989672,238.01973936347824,239.6799099197995
2020-05-19,238.67133684236128,236.595084512732,240.2882452430223,236.86131855107502,238.70018880997318
2020-05-20,238.9666448093957,237.4501875310908,240.22359663848226,237.3060591712901,240.01974736500208
2020-05-21,240.55235906526556,239.32710212492788,241.79330104882231,238.97683648974427,239.46453646987393
2020-05-22,238.64299488001424,236.56266044310635,240.3413396876077,236.00611707364897,238.29035445341808
2020-05-23,238.88716706428426,237.27966498019916,240.1826108176325,235.4263213836847,239.73897178659465
2020-05-24,239.22146910342445,237.06620044606368,241.14343055006785,236.5945213869037,238.97280909727831
2020-05-25,240.18053533016092,238.45763659276605,242.43940084734152,238.19605861972425,239.4579687563057
2020-05-26,238.71909596411533,236.8856527235273,240.96653457799923,236.2133818942604,238.53956531367726
2020-05-27,237.16687682903517,235.94784540219425,239.1342299212282,235.3856661900956,236.89544527121402
2020-05-28,237.80952977174113,236.15500239688984,239.24974213317685,235.0913250620522,238.79742908704472
2020-05-29,238.1864396521733,236.22081364766711,240.40514256389656,236.12551752798714,238.8103318159809
2020-05-30,238.50857829704955,236.25955663129557,240.75782561600928,235.37557684881517,238.52077933632657
2020-05-31,238.94558350438265,236.7368264780651,240.3752589499286,237.1519849248117,240.11252340469912
2020-06-01,238.1570335432582,236.0437672660469,240.2259347561973,235.88429137159957,238.07433954177193
2020-06-02,238.45741350433914,236.37206367399088,239.9913141246388,235.3671589645857,237.4039988618725
2020-06-03,238.83068576545023,237.45814498988224,240.9833148753887,235.94539893645924,238.26292389800037
2020-06-04,238.00152363880298,236.28936779597524,240.3782519550341,236.21320091673846,237.84937040766997
2020-06-05,240.24560967326136,238.47186541953164,241.4829058014097,237.80135380906813,239.42133329086823
2020-06-06,240.83881562906726,238.5686314686369,243.1236123687278,237.74652095706034,241.91672617847476
2020-06-07,239.4283388940249,238.06376459506203,241.37085756051613,238.1528351543186,240.06725077742698
2020-06-08,240.23826942746464,238.70412501979112,242.60867955419664,238.35269935790356,239.6816066077304
2020-06-09,239.091514065917,236.781493580763,240.84287078424884,237.79356951769992,239.30861999994548
2020-06-10,240.05634946535736,238.50538751802594,242.27373547865398,237.4807970036514,240.58795222783635
2020-06-11,241.47099622631998,239.71252983820082,242.75368299696677,238.99616080866812,242.53655685208807
2020-06-12,240.50428844095407,238.1975220371766,242.10999013000003,239.05634491754398,241.4221378219275
2020-06-13,241.6868193221227,239.8237772506232,242.97623848798864,239.33049208260172,241.72353693026037
2020-06-14,242.2098065505955,240.3746994547973,244.60204394175054,240.28975833663645,242.87504212968227
2020-06-15,243.22958269287665,240.99889322707295,245.43929171902454,240.1944979900805,243.38073711827698
2020-06-16,245.5606864792744,244.2662110453795,247.83525056175728,242.9742607653161,245.69010651347148
2020-06-17,245.28395417682472,243.87354123540493,247.66071305194126,241.90749757645796,244.33897801845245
2020-06-18,244.38408563824402,242.75773684276024,245.70999575463526,241.2217067809456,243.47042557224106
2020-06-19,243.32160819407756,241.45082460895503,245.00733736667846,239.67407960436753,243.39346986110803
2020-06-20,242.35341900230165,240.42884874643033,243.65126383845444,238.81327791241068,241.79324705392918
2020-06-21,242.2842250297647,240.6499857894851,243.75100537116685,241.01776619164372,241.1237730007125
2020-06-22,242.72173216144682,240.95645568042485,244.21370111575973,239.66915126581836,243.26261133708817
2020-06-23,243.08179868509558,240.726667991182,244.86736480170904,241.04795930835235,241.9453586952361
2020-06-24,244.11147282505337,242.29589697889318,245.6598257203896,242.4981393658879,244.34405452513363
2020-06-25,244.15175352721502,242.69466027793328,245.49578220408813,241.83392439151388,244.2474458628507
2020-06-26,245.95058317131534,244.05582891815465,247.3863087423654,242.6379842147969,247.10363563678425
2020-06-27,245.64971571725675,243.25703415261341,247.05885529743637,243.7535859399048,245.61093533894353
2020-06-28,249.01532460120643,247.5041479604267,251.47195639768262,246.77481272947114,247.9286253014476
2020-06-29,249.81922992214695,247.57256034786258,252.01675541857784,247.8987460644235,249.94835640528345
2020-06-30,248.7735396418098,246.6074943479928,251.2211745662391,246.95686246713754,249.6220966590341
2020-07-01,247.46636840918137,245.1955011407786,249.24780515742026,246.16818549703973,248.6959032894596
2020-07-02,248.08809352831148,246.01682472251986,249.6738335255233,245.78971433198353,247.91528323590435
2020-07-03,247.83571005573424,246.29510318891735,250.06411641282793,244.9648830823773,247.39034616822195
2020-07-04,248.74526772390712,246.90378892003963,250.39476465347227,246.62711360620466,249.75679855611847
2020-07-05,249.3587203487874,247.12057780702776,250.97878322533566,245.7890024203206,248.58880567287542
2020-07-06,249.2928535984997,247.89410888830028,250.8291282778734,247.7906081774825,249.58060963466303
2020-07-07,248.26228477192677,246.8714969289785,249.66456819289056,244.8347285266799,248.02820924718802
2020-07-08,246.40671383499935,245.01522854090553,247.95471850460035,243.5184398908522,245.27590997127706
2020-07-09,245.8812330962977,243.7159982999008,247.5474715512703,244.19877940066283,245.5057441138404
2020-07-10,246.95868317745953,245.0462837168689,249.02572020391133,244.72941771377913,246.37889462815585
2020-07-11,247.2477405914119,245.9929455204315,248.56132437376502,244.51227941259197,247.70784676497766
2020-07-12,245.73243487345283,244.22365305249997,247.2197389620287,243.20983332369246,246.83525869091184
2020-07-13,245.96978896985541,243.54350290448536,248.19461478507552,244.38217055501437,245.39925512614101
2020-07-14,246.468268121644,244.08393975383532,247.88166742252616,243.60924702167878,247.23593282765995
2020-07-15,245.4037008906215,243.51891626586044,247.0511513303188,243.85679788857487,244.3125374257415
2020-07-16,245.61686481030472,244.27729524413115,247.9068232019415,242.1490848643335,245.71049643999854
2020-07-17,245.71291171143244,243.91761253091386,247.13181201648382,243.93591209395518,244.65769776863112
2020-07-18,244.33327020320536,242.4980982913537,245.65601336228568,242.73911199852978,245.39375720419562
2020-07-19,244.79480030918202,242.47594937268397,246.61183621946702,241.5679584647343,245.44681439454342
2020-07-20,245.5056654699569,243.85682499864618,247.10442231414436,242.87960560603483,245.89344145056896
2020-07-21,246.859692117473,245.40581586187113,248.78940465502484,243.56534896990073,247.65926172793124
2020-07-22,248.1850843372752,246.17530635213672,250.42347168163835,246.21599412569105,248.55120646632517
2020-07-23,246.50031790433238,244.99125756440634,247.9018552235028,244.12244708593312,247.65626733416156
2020-07-24,245.3690970837342,244.09866994152677,247.30837061942506,243.24744778685854,245.89408376854885
2020-07-25,246.02550268584892,243.81590638667745,247.87747043371326,242.8185281937274,247.07027116477232
2020-07-26,246.682127470348,244.86078652960148,248.09324641498512,243.50423475563412,246.72438878603575
2020-07-27,247.34206097812833,245.2237468400355,249.3504766403088,243.73457040362342,246.39490020497897
2020-07-28,252.1315079206955,250.6097107426515,253.73713231621542,249.16156903489707,252.20255283461702
2020-07-29,252.87641849808102,251.0779530216616,254.75760956704073,250.4987344729246,251.9328678692438
2020-07-30,254.33749500022256,252.601110562475,255.71380715954598,252.70448274421233,254.57274059819835
2020-07-31,255.57612084348585,254.0399986634546,257.44129500042413,253.44698632988892,255.53137728670401
2020-08-01,256.4340787013708,254.37743953110785,258.1091874802936,253.70407207146005,256.74840379351787
2020-08-02,256.0554932177798,254.66650747962532,258.38864681708424,254.6551772293829,254.8009415985844
2020-08-03,257.0527899575542,255.1673448452463,258.4112866110564,255.04583796290686,256.2683689275335
2020-08-04,256.0852108488178,253.72660821088147,257.9016325643634,254.6259482070784,256.0630093671003
2020-08-05,255.80759065570297,254.1395961329369,257.6729797994211,253.3200868788842,256.96001296242224
2020-08-06,255.21237301595718,253.67249984413354,257.4135874869534,252.04494316425715,254.91532888587153
2020-08-07,255.34237072026588,253.19336040094197,257.35228232836084,251.64712407279853,255.14926045866352
2020-08-08,258.32305698644984,256.8469722468518,260.47645392439745,256.3238557163217,258.87766648680207
2020-08-09,255.93710102837503,254.5373084067971,258.21116524114626,252.40850388950528,256.2027452024505
2020-08-10,256.840891956856,254.6280850149123,259.2323413206514,253.76592891758042,256.3244520872766
2020-08-11,254.79551913190508,253.5005482616753,256.4693670782155,252.33029835889565,254.56828330401055
2020-08-12,254.21976806012475,251.8564286396432,256.1747469372688,251.84133007956942,253.50210514354634
2020-08-13,255.62935387788065,253.33126601303653,257.98128207366506,253.33018051566978,256.8206415227874
2020-08-14,255.73707611201164,253.4152709595612,258.28095818851534,252.32619649104814,254.7924712792434
2020-08-15,254.38455332810966,252.97779366012995,256.7878759578332,251.5347783292633,254.058525904998
2020-08-16,253.5001807105723,251.79449530472638,255.23851670514188,251.26226648099043,252.29818164829092
2020-08-17,254.3869214894705,252.03651897634717,255.90709514438322,253.03821002089447,253.6791649040479
2020-08-18,253.48338158661372,251.5066211161465,255.37106287107213,251.52555487613284,254.19432931255417
2020-08-19,253.7830732010759,252.026003587749,255.99306880138255,252.31773927128137,253.02470652209263
2020-08-20,253.8662783163071,251.4335591162907,255.76084309191793,251.99328352688283,252.80020090501924
2020-08-21,253.06456816815725,251.65046407255326,254.94127079160597,250.76602563774014,252.99991821805008
2020-08-22,255.80265605068303,254.2724490840645,258.15377717141246,252.45681708841155,254.54914433766845
2020-08-23,256.6390271644381,254.7209157672317,258.3859738716271,254.5004173282334,255.57337506270036
2020-08-24,254.06603795060911,252.75394770778044,256.4285912727643,251.83884314597802,254.84761080911886
2020-08-25,254.32830309946547,252.31626227327186,256.1172544885566,252.04562817089487,255.01873665081425
2020-08-26,253.51218078678173,252.2244787444825,255.19579714285027,250.95116491010248,254.5646082636827
2020-08-27,254.6180431732581,252.92218515698383,256.4691035031747,252.1448276258429,255.52070343892117
2020-08-28,253.6345545796056,251.90308186229072,255.869641826274,250.6782980748923,254.0991511035276
2020-08-29,253.514412403936,251.18962806872898,254.94170111623387,251.02822873916816,252.3795116775963
2020-08-30,254.17987161168736,252.7589143174538,255.70040002510785,250.8693208849269,254.89881586574123
2020-08-31,255.3055773193551,253.29822405402476,257.796651058469,253.5316488031733,256.1876856896724
2020-09-01,253.79889604129846,251.46678037732855,255.29058842797434,250.46341246080345,254.55796322552428
2020-09-02,253.39979570899817,250.88177146683947,255.38610461945387,249.8141031783646,253.42128156714682
2020-09-03,252.8233804644634,251.00274328067704,254.81981857585293,250.13396170847452,252.1480938637786
2020-09-04,252.02277827683218,250.1671340842114,253.89987475440734,249.90152130132597,252.89308847578562
2020-09-05,254.27265396744113,252.64448720127123,256.36372266472097,251.57155834555005,254.85026687259437
2020-09-06,254.81296010510945,253.39907695279277,256.3798390471938,251.69597109937112,256.03800188460576
2020-09-07,253.2319935373542,250.8002150406264,255.1979123441509,250.84698165061073,252.36009703875487
2020-09-08,254.4194767899317,252.80581679376272,256.16501479825695,251.4860261642873,253.72151405748326
2020-09-09,257.144508084163,254.81402276419175,259.2809511345476,255.6861584957528,256.4034128543864
2020-09-10,258.4976863926635,257.0218934425189,259.97270462075744,257.00523743626314,259.25389492374313
2020-09-11,256.55976805643473,255.04486410156954,258.57488778498185,254.0002555116895,255.75649814240552
2020-09-12,255.96424912614242,254.09672597201592,257.48118330877827,252.96405119254393,254.8550532133877
2020-09-13,257.61126535611044,255.9499854328664,259.25822964324976,255.64603251471252,258.8956141585253
2020-09-14,256.7255083501864,254.56176172971968,258.2898778152835,252.9688772157208,255.50559292067635
2020-09-15,257.3208797425541,255.35387763642777,258.84272403309694,254.6827463295123,258.18353270743955
2020-09-16,258.3432594110632,256.8211485879871,260.70156000090645,255.33697933881712,257.99544372127707
2020-09-17,257.1717625406297,255.19059511637641,258.8250009470656,255.68154446305746,258.05030103960013
2020-09-18,257.12093851321237,255.00971625697463,259.59845789033295,253.2949867318877,257.261379232835
2020-09-19,252.97966210480976,251.07499397332853,255.47141883857537,250.58347637789504,253.99570743207173
2020-09-20,251.70921387417476,250.23451157654725,253.6867175625719,249.79789414341727,252.78198088986588
2020-09-21,251.41651614137805,249.32373517722698,252.85336294240955,248.86468372614934,250.18230789107952
2020-09-22,249.87309129044516,247.5914521096626,251.59040438395067,246.33839411261178,248.81216056935548
2020-09-23,251.93755689342856,250.3150966882743,254.2021382653108,250.6084890077953,251.30861677571167
2020-09-24,250.16121902523992,248.69274541788423,251.87155968311328,247.70466194966968,250.5847805348125
2020-09-25,249.63582482105514,247.26508017264027,250.99261702048364,247.42451634568255,250.60509132136744
2020-09-26,249.8239760627792,247.6253678251675,251.7685870443923,246.6677243887509,249.72390145276862
2020-09-27,251.64928157872336,249.3114245090744,253.97089826224783,249.09126181266066,251.9184786573099
2020-09-28,249.8677781129293,247.80379706892757,252.11149879297895,247.19206774157456,249.08943961629106
2020-09-29,251.3459506024029,249.3984605708674,252.82276281605758,247.76400900940843,252.11247239004484
2020-09-30,251.38394538971082,249.8113205308015,253.48647623210735,247.88005629405245,252.55873323394636
2020-10-01,250.17540619857692,248.48815769430612,251.70210694793744,248.517925383356,249.59649763904818
2020-10-02,250.7784583610947,249.04925132200677,252.305959398489,247.61819826466427,250.76548296228367
2020-10-03,251.0531356248195,248.9849284448812,253.40559360019066,247.77678744420447,250.0140671423998
2020-10-04,250.32480929305373,248.87473719140343,251.8889250044245,247.83385578109863,250.47284301556692
2020-10-05,250.43720774204996,248.52297487586875,252.01902843279757,248.6058784763006,250.4441785160899
2020-10-06,249.97976715630864,248.70375160687865,251.23048266444204,246.3849244118692,249.0909303073067
2020-10-07,250.14665033069483,248.43832648602898,252.4863582945141,247.83731626555166,250.00173090339996
2020-10-08,250.99981384729114,248.64827784195904,253.2495186693867,247.53403462919815,250.5834168328471
2020-10-09,253.01536345673165,251.34062638031335,255.07405956660978,249.31238506514725,253.07059892523085
2020-10-10,251.47473330143706,249.36876319630227,253.6754713824028,247.83525001494806,251.69013231301776
2020-10-11,254.18190076984092,252.51234151916105,255.64605024307656,252.48946644407732,252.93258548917694
2020-10-12,251.72639202315668,249.29678067774148,253.56188470749552,248.24746401942636,252.38341296700017
2020-10-13,251.560523090678,249.2648841888454,253.2600903701366,247.90069825281597,252.09638295754328
2020-10-14,252.32566606401963,250.88203177252544,253.70560551658457,249.6457148799863,251.98827229739695
2020-10-15,252.7054059315501,250.4653993831195,254.58317196921752,251.04764197188373,251.5756508727552
2020-10-16,251.94387879749502,250.4788769485537,254.36347178583236,248.82584245754927,252.5861657265464
2020-10-17,251.70689755027942,249.54130716370082,253.01584782090507,248.99277383317778,252.85260482513843
2020-10-18,251.11160956127264,249.40766902162324,252.73311370463713,247.445185531952,250.45910005162423
2020-10-19,250.39673905855403,248.76183686808093,251.90856062208212,247.76526592788204,249.95485044611058
2020-10-20,251.4854667054167,249.61523813762972,253.04234615065104,249.1657976564273,250.69030207486767
2020-10-21,251.95953628263211,249.82457060241902,254.36377770621854,249.61859800363138,252.1533841822456
2020-10-22,251.11180633472208,248.8676758386622,252.95505369488643,248.17989191115907,250.24507232610156
2020-10-23,252.2664182638482,249.78561687920947,254.11590876887172,249.27840624318338,251.90364387577173
2020-10-24,252.67925165300326,250.53646388251386,254.9035563320738,249.15847864062255,253.1770626622714
